OpeningDate,Title,Studio,OpeningGross,OpeningTheaters,TotalGross,TotalTheaters,GrossRatio,Stamina
2018-01-14,The Treasure of the Sierra Madre (70th anniversary),Other,144074,631,215295,631,1.4943362438746755,Weaker
2018-01-13,The Opera House,Other,191466,604,320079,627,1.6717276174359939,Weaker
2018-01-12,Condorito: La Pelicula,Other,248456,153,447719,153,1.802005184016486,Weaker
2018-01-12,Paddington 2,Warner Brothers,11001961,3702,40891591,3702,3.716754767627335,Strong
2018-01-12,Proud Mary,Other,9959053,2125,20877013,2125,2.096284958017595,Weaker
2018-01-12,The Commuter,Other,13701452,2892,36343858,2892,2.6525552182352645,Weak
2018-01-05,Insidious: The Last Key,Universal,29581355,3116,67745330,3150,2.290136134737574,Weaker
2017-12-29,Film Stars Don't Die in Liverpool,Other,34532,4,1026124,107,29.715162747596434,Stronger
2017-12-25,All the Money in the World,Other,5584684,2074,25113707,2123,4.496889528574938,Strong
2017-12-25,Molly's Game,Other,2349967,271,28780744,1708,12.247297089703812,Stronger
2017-12-25,Phantom Thread,Other,216495,4,21198205,1186,97.91544839372733,Stronger
2017-12-22,Downsizing,Paramount,4954287,2668,24449754,2668,4.9350701725596435,Strong
2017-12-22,Father Figures,Warner Brothers,3287451,2902,17501244,2902,5.323651668116118,Strong
2017-12-22,Hostiles,Other,22849,3,29819114,2934,1305.051161976454,Stronger
2017-12-22,Pitch Perfect 3,Universal,19928525,3447,104897530,3468,5.26368760357327,Strong
2017-12-22,The Post,Fox,526011,9,81903458,2851,155.70673997311843,Stronger
2017-12-22,Tiger Zinda Hai,Other,1787108,299,5560921,299,3.1116871504128456,Weak
2017-12-20,Jumanji: Welcome to the Jungle,Sony,36169328,3765,404515480,3849,11.183936842840984,Stronger
2017-12-20,The Greatest Showman,Fox,8805843,3006,174340174,3342,19.798237829132315,Stronger
2017-12-15,Ferdinand,Fox,13401586,3621,84410380,3630,6.298536606040509,Stronger
2017-12-15,Star Wars: The Last Jedi,Buena Vista,220009584,4232,620181382,4232,2.818883481003264,Weak
2017-12-15,The Leisure Seeker,Other,113708,28,3226443,353,28.374810919196538,Stronger
2017-12-08,"I, Tonya",Other,264155,4,30014539,1450,113.62472412030816,Stronger
2017-12-08,Just Getting Started,Other,3201459,2161,6069605,2161,1.8958871564496063,Weaker
2017-12-01,Tad the Lost Explorer and the Secret of King Midas,Other,4028,100,5874,100,1.458291956305859,Weaker
